,,gainline_plus,gainline_plus,gainline_plus,gainline_plus,gainline_plus,gainline_plus,gainline_plus,gainline_plus,gainline_zero,gainline_zero,gainline_zero,gainline_zero,gainline_zero,gainline_zero,gainline_zero,gainline_zero,unsuccessful_carry,unsuccessful_carry,unsuccessful_carry,unsuccessful_carry,unsuccessful_carry,unsuccessful_carry,unsuccessful_carry,unsuccessful_carry,total_metres_made,total_metres_made,total_metres_made,total_metres_made,total_metres_made,total_metres_made,total_metres_made,total_metres_made,defender_beaten,defender_beaten,defender_beaten,defender_beaten,defender_beaten,defender_beaten,defender_beaten,defender_beaten,linebreak_made,linebreak_made,linebreak_made,linebreak_made,linebreak_made,linebreak_made,linebreak_made,linebreak_made,linebreak_conceded,linebreak_conceded,linebreak_conceded,linebreak_conceded,linebreak_conceded,linebreak_conceded,linebreak_conceded,linebreak_conceded,try,try,try,try,try,try,try,try,penalty_try,penalty_try,penalty_try,penalty_try,penalty_try,penalty_try,penalty_try,penalty_try,successful_pass,successful_pass,successful_pass,successful_pass,successful_pass,successful_pass,successful_pass,successful_pass,unsuccessful_pass,unsuccessful_pass,unsuccessful_pass,unsuccessful_pass,unsuccessful_pass,unsuccessful_pass,unsuccessful_pass,unsuccessful_pass,successful_offload,successful_offload,successful_offload,successful_offload,successful_offload,successful_offload,successful_offload,successful_offload,unsuccessful_offload,unsuccessful_offload,unsuccessful_offload,unsuccessful_offload,unsuccessful_offload,unsuccessful_offload,unsuccessful_offload,unsuccessful_offload,support_pos_attack_ruck,support_pos_attack_ruck,support_pos_attack_ruck,support_pos_attack_ruck,support_pos_attack_ruck,support_pos_attack_ruck,support_pos_attack_ruck,support_pos_attack_ruck,support_neg_attack_ruck,support_neg_attack_ruck,support_neg_attack_ruck,support_neg_attack_ruck,support_neg_attack_ruck,support_neg_attack_ruck,support_neg_attack_ruck,support_neg_attack_ruck,support_neutral_attack_ruck,support_neutral_attack_ruck,support_neutral_attack_ruck,support_neutral_attack_ruck,support_neutral_attack_ruck,support_neutral_attack_ruck,support_neutral_attack_ruck,support_neutral_attack_ruck,in_possession_positive_support,in_possession_positive_support,in_possession_positive_support,in_possession_positive_support,in_possession_positive_support,in_possession_positive_support,in_possession_positive_support,in_possession_positive_support,in_possession_ineffective_support,in_possession_ineffective_support,in_possession_ineffective_support,in_possession_ineffective_support,in_possession_ineffective_support,in_possession_ineffective_support,in_possession_ineffective_support,in_possession_ineffective_support,dominant_tackle,dominant_tackle,dominant_tackle,dominant_tackle,dominant_tackle,dominant_tackle,dominant_tackle,dominant_tackle,effective_tackle,effective_tackle,effective_tackle,effective_tackle,effective_tackle,effective_tackle,effective_tackle,effective_tackle,tackle_assist,tackle_assist,tackle_assist,tackle_assist,tackle_assist,tackle_assist,tackle_assist,tackle_assist,missed_tackle,missed_tackle,missed_tackle,missed_tackle,missed_tackle,missed_tackle,missed_tackle,missed_tackle,unsuccessful_tackle,unsuccessful_tackle,unsuccessful_tackle,unsuccessful_tackle,unsuccessful_tackle,unsuccessful_tackle,unsuccessful_tackle,unsuccessful_tackle,positive_barge,positive_barge,positive_barge,positive_barge,positive_barge,positive_barge,positive_barge,positive_barge,ineffective_barge,ineffective_barge,ineffective_barge,ineffective_barge,ineffective_barge,ineffective_barge,ineffective_barge,ineffective_barge,turnover_won,turnover_won,turnover_won,turnover_won,turnover_won,turnover_won,turnover_won,turnover_won,turnover_lost,turnover_lost,turnover_lost,turnover_lost,turnover_lost,turnover_lost,turnover_lost,turnover_lost,pen_for,pen_for,pen_for,pen_for,pen_for,pen_for,pen_for,pen_for,pen_against,pen_against,pen_against,pen_against,pen_against,pen_against,pen_against,pen_against,yellow_card,yellow_card,yellow_card,yellow_card,yellow_card,yellow_card,yellow_card,yellow_card
,,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max
position,season,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Back,23_24,159.0,4.0062893081761,3.045014300949377,0.0,1.0,4.0,6.0,16.0,159.0,0.34591194968553457,0.6161068190267313,0.0,0.0,0.0,1.0,2.0,159.0,0.4528301886792453,0.7351751122454796,0.0,0.0,0.0,1.0,5.0,159.0,32.9622641509434,30.744946439212345,0.0,8.5,27.0,47.0,146.0,159.0,0.8742138364779874,1.2765764062809422,0.0,0.0,0.0,1.0,7.0,159.0,0.710691823899371,1.0393882813285458,0.0,0.0,0.0,1.0,5.0,159.0,0.22012578616352202,0.4987046352217159,0.0,0.0,0.0,0.0,2.0,159.0,0.2138364779874214,0.42641840560137473,0.0,0.0,0.0,0.0,2.0,159.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.0,11.238993710691824,16.83631515034488,0.0,1.0,3.0,13.0,83.0,159.0,0.6352201257861635,1.1768945601320155,0.0,0.0,0.0,1.0,5.0,159.0,0.29559748427672955,0.6116325851637876,0.0,0.0,0.0,0.0,3.0,159.0,0.1069182389937107,0.32977159277204365,0.0,0.0,0.0,0.0,2.0,159.0,3.150943396226415,2.786015437100641,0.0,1.0,2.0,4.0,13.0,159.0,0.4088050314465409,0.6580931071634502,0.0,0.0,0.0,1.0,4.0,159.0,0.5031446540880503,0.8559117859171427,0.0,0.0,0.0,1.0,4.0,159.0,2.748427672955975,2.7466171447780723,0.0,1.0,2.0,4.0,13.0,159.0,0.1761006289308176,0.5098348106137187,0.0,0.0,0.0,0.0,3.0,159.0,0.32075471698113206,0.619521607156633,0.0,0.0,0.0,1.0,4.0,159.0,2.4150943396226414,1.9626315542215191,0.0,1.0,2.0,3.0,8.0,159.0,0.8742138364779874,1.194619468911982,0.0,0.0,0.0,1.0,7.0,159.0,0.5786163522012578,0.7324628801995045,0.0,0.0,0.0,1.0,3.0,159.0,0.6477987421383647,0.9555856099654775,0.0,0.0,0.0,1.0,6.0,159.0,0.4591194968553459,0.7773872042791556,0.0,0.0,0.0,1.0,4.0,159.0,0.18238993710691823,0.4187888793505839,0.0,0.0,0.0,0.0,2.0,159.0,0.25157232704402516,0.5392042127309731,0.0,0.0,0.0,0.0,3.0,159.0,0.7861635220125787,1.075414432179249,0.0,0.0,0.0,1.0,7.0,159.0,0.05660377358490566,0.30284062355768754,0.0,0.0,0.0,0.0,3.0,159.0,0.2389937106918239,0.5331910087941542,0.0,0.0,0.0,0.0,3.0,159.0,0.025157232704402517,0.1932298930732607,0.0,0.0,0.0,0.0,2.0
Forward,22_23,221.0,4.067873303167421,3.0301379359936207,0.0,2.0,4.0,6.0,13.0,221.0,0.751131221719457,0.984683191309797,0.0,0.0,0.0,1.0,5.0,221.0,0.497737556561086,0.7300338372552593,0.0,0.0,0.0,1.0,3.0,221.0,12.714932126696832,13.978399037603097,0.0,2.0,9.0,18.0,74.0,221.0,0.2579185520361991,0.5965759973455206,0.0,0.0,0.0,0.0,3.0,221.0,0.16289592760180996,0.4677593913654902,0.0,0.0,0.0,0.0,4.0,221.0,0.11312217194570136,0.3578467530138192,0.0,0.0,0.0,0.0,2.0,221.0,0.16289592760180996,0.45793879407591653,0.0,0.0,0.0,0.0,2.0,221.0,0.19909502262443438,0.6850342360539523,0.0,0.0,0.0,0.0,5.0,221.0,0.8778280542986425,1.2715440818620756,0.0,0.0,0.0,1.0,6.0,221.0,0.16289592760180996,0.48680660060483155,0.0,0.0,0.0,0.0,3.0,221.0,0.14479638009049775,0.3894431679690196,0.0,0.0,0.0,0.0,2.0,221.0,1.7194570135746607,4.006021793864391,0.0,0.0,0.0,1.0,19.0,221.0,7.787330316742081,6.606128189686958,0.0,2.0,7.0,12.0,24.0,221.0,0.9728506787330317,1.5401255912076526,0.0,0.0,0.0,2.0,9.0,221.0,1.3484162895927603,1.4957089314881573,0.0,0.0,1.0,2.0,8.0,221.0,2.4027149321266967,2.3405111825495846,0.0,0.0,2.0,4.0,11.0,221.0,0.502262443438914,0.8925165360787459,0.0,0.0,0.0,1.0,6.0,221.0,1.5972850678733033,2.0595215364923996,0.0,0.0,1.0,2.0,13.0,221.0,3.2805429864253393,2.7274749685057773,0.0,1.0,3.0,5.0,13.0,221.0,1.7239819004524888,1.8637241503939999,0.0,0.0,1.0,3.0,13.0,221.0,0.4072398190045249,0.6443757242817302,0.0,0.0,0.0,1.0,3.0,221.0,1.0723981900452488,1.305306701958785,0.0,0.0,1.0,2.0,7.0,221.0,1.4434389140271493,1.871488209985618,0.0,0.0,1.0,2.0,11.0,221.0,0.48868778280542985,0.8345432050938076,0.0,0.0,0.0,1.0,5.0,221.0,0.45701357466063347,0.8863654821780387,0.0,0.0,0.0,1.0,7.0,221.0,0.39819004524886875,0.6500324328205741,0.0,0.0,0.0,1.0,3.0,221.0,0.18099547511312217,0.49890872272971587,0.0,0.0,0.0,0.0,3.0,221.0,0.4343891402714932,0.7754724147662169,0.0,0.0,0.0,1.0,4.0,185.0,0.07027027027027027,0.27668934163495196,0.0,0.0,0.0,0.0,2.0
Forward,23_24,221.0,4.067873303167421,3.0301379359936207,0.0,2.0,4.0,6.0,13.0,221.0,0.751131221719457,0.984683191309797,0.0,0.0,0.0,1.0,5.0,221.0,0.497737556561086,0.7300338372552593,0.0,0.0,0.0,1.0,3.0,221.0,14.276018099547512,13.91992732738469,0.0,4.0,10.0,21.0,74.0,221.0,0.2669683257918552,0.6001850804629906,0.0,0.0,0.0,0.0,3.0,221.0,0.17194570135746606,0.47417901945657853,0.0,0.0,0.0,0.0,4.0,221.0,0.10407239819004525,0.3344353099672022,0.0,0.0,0.0,0.0,2.0,221.0,0.18552036199095023,0.48332966896486373,0.0,0.0,0.0,0.0,2.0,221.0,0.06787330316742081,0.43683729263718446,0.0,0.0,0.0,0.0,4.0,221.0,0.9773755656108597,1.3053854843894939,0.0,0.0,0.0,2.0,6.0,221.0,0.17647058823529413,0.49597308879901253,0.0,0.0,0.0,0.0,3.0,221.0,0.16289592760180996,0.41634637353538717,0.0,0.0,0.0,0.0,2.0,221.0,0.4796380090497738,2.3942719248625712,0.0,0.0,0.0,0.0,19.0,221.0,8.868778280542987,6.186934389257786,0.0,4.0,8.0,13.0,24.0,221.0,0.9049773755656109,1.4093914303809518,0.0,0.0,0.0,1.0,9.0,221.0,1.2986425339366516,1.4867438379959748,0.0,0.0,1.0,2.0,7.0,221.0,2.6515837104072397,2.276532396691951,0.0,1.0,2.0,4.0,11.0,221.0,0.39819004524886875,0.8283589363041824,0.0,0.0,0.0,1.0,6.0,221.0,1.1809954751131222,1.6524914811986093,0.0,0.0,1.0,2.0,13.0,221.0,3.583710407239819,2.7565635370759467,0.0,2.0,3.0,5.0,13.0,221.0,1.8868778280542986,1.8391845348381952,0.0,1.0,1.0,3.0,13.0,221.0,0.3891402714932127,0.6414966047227642,0.0,0.0,0.0,1.0,4.0,221.0,0.918552036199095,1.0965523173929859,0.0,0.0,1.0,1.0,6.0,221.0,1.6244343891402715,1.9538168406511405,0.0,0.0,1.0,2.0,11.0,221.0,0.5067873303167421,0.8125152278419854,0.0,0.0,0.0,1.0,5.0,221.0,0.4298642533936652,0.8999062979696616,0.0,0.0,0.0,1.0,7.0,221.0,0.45248868778280543,0.6834110011276977,0.0,0.0,0.0,1.0,3.0,221.0,0.12217194570135746,0.39139237151751743,0.0,0.0,0.0,0.0,2.0,221.0,0.5067873303167421,0.8180904012186078,0.0,0.0,0.0,1.0,4.0,221.0,0.07239819004524888,0.27668187310664233,0.0,0.0,0.0,0.0,2.0
